S21 dB20 X,S21 dB20 Y
55400000000,-10.10337777880072
55500000000,-10.20114003239806
55600000000,-10.29853122904607
55700000000,-10.39555344464051
55800000000,-10.49220877399336
55900000000,-10.58849932873381
56000000000,-10.68442723532581
56100000000,-10.77999463318374
56200000000,-10.87520367290847
56300000000,-10.97005651460499
56400000000,-11.06455532629962
56500000000,-11.1587022824524
56600000000,-11.25249956254149
56700000000,-11.34594934972493
56800000000,-11.43905382960942
56900000000,-11.53181518904262
57000000000,-11.62423561501414
57100000000,-11.71631729360378
57200000000,-11.80806240898983
57300000000,-11.89947314253145
57400000000,-11.99055167188497
57500000000,-12.08130017019653
57600000000,-12.17172080532091
57700000000,-12.26181573910976
57800000000,-12.35158712673117
57900000000,-12.44103711603607
58000000000,-12.53016784697586
58100000000,-12.61898145103883
58200000000,-12.70748005073443
58300000000,-12.79566575911602
58400000000,-12.8835406793418
58500000000,-12.97110690423481
58600000000,-13.05836651591648
58700000000,-13.14532158544213
58800000000,-13.23197417246721
58900000000,-13.31832632494663
59000000000,-13.4043800788323
59100000000,-13.49013745785098
59200000000,-13.57560047324
59300000000,-13.66077112352139
59400000000,-13.74565139433496
59500000000,-13.83024325822781
59600000000,-13.91454867452115
59700000000,-13.99856958913883
59800000000,-14.08230793449629
59900000000,-14.16576562936813
60000000000,-14.24894457879715
